session_id;participant_id;status;started_datetime;completed_date_time;time_taken;age;num_approvals;num_rejections;prolific_score;reviewed_at_datetime;entered_code;Country of Birth;Current Country of Residence;Employment Status;First Language;Fluent languages;Nationality;Sex;Student Status
60f5a50bb108837a51bcc5ea;6022d01342dd440987449256;APPROVED;2021-07-19 16:19:28.243000;2021-07-19 16:52:08.016000;1.959.773;18;22;0;100;2021-07-20 08:22:45.538000;51867BAD;Sweden;Sweden;Unemployed (and job seeking);Swedish;Arabic, Swedish, English, French;Sweden;Male;No
60f5923fb2e4b6d6ac1ca42a;6025c2e59366fc1be0c746b0;APPROVED;2021-07-19 14:54:55.726000;2021-07-19 15:22:56.594000;1.680.868;20;35;0;100;2021-07-20 08:23:14.722000;51867BAD;Poland;Poland;Unemployed (and job seeking);Polish;Polish, English;Poland;Male;Yes
60f699ce699cb3c11c451f7d;602aae3eaa844c11d05a2f49;APPROVED;2021-07-20 09:39:34.487000;2021-07-20 10:48:30.224000;4.135.737;19;44;0;100;2021-07-20 15:11:42.669000;51867BAD;Poland;Poland;Unemployed (and job seeking);Polish;Czech, English, French, German, Italian, Spanish, Russian, Polish;Poland;Male;Yes
60f69c95e9decc1852b7c6f5;6033af0a44b47b08f9ba6acb;APPROVED;2021-07-20 09:51:17.785000;2021-07-20 10:29:28.668000;2.290.883;19;38;0;100;2021-07-20 15:12:20.035000;51867BAD;Poland;Poland;Part-Time;Polish;Polish, English;Poland;Female;Yes
60f58dc4c8f440e6466c69ad;603b6906293b9563813177d3;APPROVED;2021-07-19 14:40:30.863000;2021-07-19 15:06:12.372000;1.541.509;23;32;0;100;2021-07-20 08:23:48.056000;51867BAD;Greece;Greece;Other;Greek;Greek, Romanian, English;Greece;Male;Yes
60f6a6f2731a35a8e497c46d;603d7ba0ecb86cc51ed2e12c;APPROVED;2021-07-20 10:35:32.613000;2021-07-20 11:10:13.334000;2.080.721;23;37;0;100;2021-07-20 15:13:02.110000;51867BAD;Portugal;Portugal;Other;Portuguese;Portuguese, English;Portugal;Female;No
60f69d7c676dabc5c586df63;6040eb0f00ed450008ca2022;APPROVED;2021-07-20 09:55:08.253000;2021-07-20 10:30:03.842000;2.095.589;23;54;0;100;2021-07-20 15:15:13.081000;51867BAD;Brazil;Portugal;Unemployed (and job seeking);Portuguese;Portuguese, English;Brazil;Female;Yes
60f6a6e823dec5bdbc9e6a5c;6054b58bd5360d888bf97637;APPROVED;2021-07-20 10:35:20.222000;2021-07-20 11:01:12.298000;1.552.076;27;49;0;100;2021-07-20 15:18:31.004000;51867BAD;Portugal;Portugal;Full-Time;Portuguese;Portuguese, English;Portugal;Male;No
60f69cccab6bbc73bc0e1e0f;605b46f12f06bd9ec2291f4a;APPROVED;2021-07-20 09:52:12.778000;2021-07-20 10:27:07.276000;2.094.498;21;29;0;100;2021-07-20 15:19:20.825000;51867BAD;Poland;Poland;Part-Time;Polish;Polish, English;Poland;Male;Yes
60f6a6f676a4ade8ce85e8c0;605f27f5dd517a60af741805;APPROVED;2021-07-20 10:35:34.035000;2021-07-20 11:05:48.806000;1.814.771;18;62;0;100;2021-07-20 15:20:59.994000;51867BAD;Portugal;Portugal;Other;Portuguese;English, Portuguese;Portugal;Female;Yes
60f6a6bb76a4ade8ce85e8bd;60621c9cf039a8453d40dd86;APPROVED;2021-07-20 10:34:50.490000;2021-07-20 11:16:06.398000;2.475.908;24;26;0;100;2021-07-20 15:21:40.544000;51867BAD;Poland;Poland;Unemployed (and job seeking);Polish;English, Polish;Poland;Male;No
60f69d56227ff30c0cf55e15;60632f4f1d55a31f47b79dfc;APPROVED;2021-07-20 09:54:30.253000;2021-07-20 10:21:50.840000;1.640.587;20;31;1;100;2021-07-20 15:22:25.283000;51867BAD;Italy;Italy;Other;Italian;Italian, English;Italy;Male;Yes
60f69b1ca2ac908afc419a31;6069b1ee82d95ab68039e071;APPROVED;2021-07-20 09:45:00.797000;2021-07-20 10:10:04.377000;1503.58;22;19;0;100;2021-07-20 15:23:04.370000;51867BAD;Italy;Italy;Other;Italian;Portuguese, Spanish, English, Italian;Italy;Male;Yes
60f69cf89957b41e0697dd24;606aec57f0e6bc3c951fdea6;APPROVED;2021-07-20 09:56:31.281000;2021-07-20 10:33:41.494000;2.230.213;26;24;0;100;2021-07-20 15:23:51.465000;51867BAD;India;France;Unemployed (and job seeking);Tamil;English;India;Male;Yes
60f6a75a7a4cb2273630dd14;606c7876280b8e6d353fc539;APPROVED;2021-07-20 10:39:07.744000;2021-07-20 11:13:15.505000;2.047.761;37;34;0;100;2021-07-20 15:24:30.671000;51867BAD;Italy;Spain;Full-Time;Italian;Italian, French, Spanish, English;Italy;Female;No
60f69cb44e81bead3bead628;606d621a43e3948a245baacd;APPROVED;2021-07-20 09:52:32.991000;2021-07-20 10:27:03.260000;2.070.269;22;36;0;100;2021-07-20 15:25:12.307000;51867BAD;Slovenia;Slovenia;Other;Slovenian;Slovenian, English, Croatian;Slovenia;Female;Yes
60f6f53260e3a31a96c072bf;607a0fe67fc31df7b0d6473f;APPROVED;2021-07-20 16:09:22.460000;2021-07-20 16:45:21.672000;2.159.212;21;32;0;100;2021-07-20 17:35:07.985000;51867BAD;Portugal;Portugal;Other;Portuguese;English, Portuguese;Portugal;Male;Yes
60f69d131b2e78204e85fbad;607bf7e637122f12ab463e17;APPROVED;2021-07-20 09:53:59.478000;2021-07-20 10:27:05.901000;1.986.423;20;28;0;100;2021-07-20 15:26:22.658000;51867BAD;Poland;Poland;Unemployed (and job seeking);Polish;English, Polish;Poland;Male;Yes
60f6a6e1bbc2e8594a0012b6;607da2d00643eb4cc09116ab;APPROVED;2021-07-20 10:35:13.859000;2021-07-20 11:05:30.774000;1.816.915;18;36;0;100;2021-07-20 15:27:33.466000;51867BAD;Portugal;Portugal;Other;Portuguese;Portuguese, English;Portugal;Male;Yes
60f6be4f8b02ec498cb6487f;6082ccca620df7ae94846c04;APPROVED;2021-07-20 12:15:11.592000;2021-07-20 12:47:55.514000;1.963.922;20;47;0;100;2021-07-20 15:28:48.679000;51867BAD;Poland;Poland;Full-Time;Polish;Polish, English;Poland;Male;Yes
60f6a6b65a81ca00b444862c;60866f8615f854acc11700cf;APPROVED;2021-07-20 10:34:30.353000;2021-07-20 11:12:32.403000;2282.05;23;38;0;100;2021-07-20 15:29:27.875000;51867BAD;Poland;Poland;Full-Time;Polish;English, Polish;Poland;Male;No
60f6a6fb46ed10a44eb810ad;608da3e8b940d2525266eea6;APPROVED;2021-07-20 10:35:39.888000;2021-07-20 11:08:37.996000;1.978.108;19;30;0;100;2021-07-20 15:30:19.084000;51867BAD;Poland;Poland;Unemployed (and job seeking);Polish;Polish, English;Poland;Male;Yes
60f6a6d876a4ade8ce85e8bf;60912620fcabaade62b5e90f;APPROVED;2021-07-20 10:35:04.040000;2021-07-20 11:07:33.030000;1948.99;20;26;0;100;2021-07-20 15:31:28.433000;D1652A74;Slovenia;Slovenia;DATA EXPIRED;Slovenian;English, German, Slovenian;Slovenia;Female;Yes
60f6f5319405bb905d701a9b;609959b59db017b59a4887ff;APPROVED;2021-07-20 16:09:21.595000;2021-07-20 16:39:39.231000;1.817.636;27;30;0;100;2021-07-20 17:39:02.361000;51867BAD;Italy;Italy;Unemployed (and job seeking);Italian;English, Italian;Italy;Male;Yes
60f69bdf82dc83fa367b8d86;609ced80d5bc67aa2085b008;APPROVED;2021-07-20 09:48:15.180000;2021-07-20 10:14:50.188000;1.595.008;27;12;1;97;2021-07-20 15:32:01.056000;51867BAD;Portugal;Portugal;Other;Portuguese;English;Portugal;Female;Yes
60f6be508452e1c0d522cdd5;609ef498ce77f4622807a36d;APPROVED;2021-07-20 12:15:16.394000;2021-07-20 12:46:45.178000;1.888.784;21;18;0;100;2021-07-20 15:32:46.855000;51867BAD;Portugal;Portugal;Other;Portuguese;Portuguese, English;Portugal;Male;Yes
60f6b3d3067f871379bbbc2e;60a12cb9954e4a6ccf67b76c;APPROVED;2021-07-20 11:30:27.853000;2021-07-20 12:08:22.062000;2.274.209;32;31;0;100;2021-07-20 15:33:25.061000;51867BAD;Portugal;Portugal;Full-Time;Portuguese;Portuguese, English;Portugal;Female;No
60f6f53081f851d9f4fce640;60a15c5599faeb7c785cd223;APPROVED;2021-07-20 16:09:20.076000;2021-07-20 16:40:40.343000;1.880.267;24;17;0;100;2021-07-20 17:39:55.953000;51867BAD;Italy;Italy;Unemployed (and job seeking);Italian;Italian, English;Italy;Male;No
60f6a6ea42d87ec2bd8dcb9f;60a2c7814644f316d321b59a;APPROVED;2021-07-20 10:35:30.704000;2021-07-20 11:08:35.688000;1.984.984;27;21;0;100;2021-07-20 15:35:04.908000;51867BAD;Portugal;Portugal;Part-Time;Portuguese;Portuguese, English, Spanish;Portugal;Female;No
60f6a700dc1aaca04897535d;60acbfb18aa7ca94afcbc669;APPROVED;2021-07-20 10:38:33.786000;2021-07-20 11:13:02.993000;2.069.207;27;28;0;100;2021-07-20 15:36:23.348000;51867BAD;Belarus;Slovenia;Full-Time;Slovenian;English, Slovenian, Russian;Slovenia;Female;Yes
60f69aec8a63310bb215f943;60b387a90f326868c1e31501;APPROVED;2021-07-20 09:44:12.386000;2021-07-20 10:18:22.126000;2049.74;19;20;0;100;2021-07-20 15:37:03.130000;51867BAD;Poland;Poland;Unemployed (and job seeking);Polish;Polish, English;Poland;Female;No
60f6a6c88698e858e359d810;60b8ed2771125e521f015f26;APPROVED;2021-07-20 10:34:48.743000;2021-07-20 11:16:59.351000;2.530.608;25;26;0;100;2021-07-20 15:38:30.768000;51867BAD;Portugal;Portugal;Other;Portuguese;English, Portuguese, Spanish;Portugal;Male;Yes
60f6a6ee7a4cb2273630dd10;60b97d2809d43ab2f0614bb9;APPROVED;2021-07-20 10:35:26.215000;2021-07-20 11:05:37.585000;1811.37;21;25;0;100;2021-07-20 15:39:26.114000;51867BAD;Portugal;Portugal;Other;Portuguese;Portuguese, English;Portugal;Male;Yes
60f6980baee337fe05819a87;60ca0fac308adc24067acbcd;APPROVED;2021-07-20 09:32:01.147000;2021-07-20 10:01:43.768000;1.782.621;21;13;0;100;2021-07-20 15:41:44.109000;51867BAD;Hungary;Hungary;Part-Time;Hungarian;English, Hungarian, German;Hungary;Male;Yes
60f6a6fe990030fe2aa1f17d;60cf2a3f64e3ce2c28a5ff40;APPROVED;2021-07-20 10:38:57.473000;2021-07-20 11:14:50.070000;2.152.597;28;21;1;99;2021-07-20 15:43:43.955000;51867BAD;Germany;Germany;DATA EXPIRED;German;English, French, German;Germany;Male;Yes
60f6a6f47bc7a76f778e9e64;60d242e7d32408e23e2ed2a4;APPROVED;2021-07-20 10:44:05.305000;2021-07-20 11:28:59.498000;2.694.193;19;21;1;100;2021-07-20 15:45:12.882000;51867BAD;Czech Republic;Czech Republic;Other;Czech;Czech, English, Slovak;Czech Republic;Female;Yes
60f6996bf2ef42d3e26f7f98;60d4da4d9d5081bcbc3fa50d;APPROVED;2021-07-20 09:37:47.513000;2021-07-20 10:09:46.564000;1.919.051;21;16;0;100;2021-07-20 15:45:58.596000;51867BAD;Japan;Greece;Unemployed (and job seeking);Greek;English, Greek;Greece;Male;Yes
60f6f531476f80426b1d75ae;60d5f605483d5fe184fcaad8;APPROVED;2021-07-20 16:09:21.833000;2021-07-20 16:46:21.852000;2.220.019;20;33;0;100;2021-07-20 17:38:11.274000;51867BAD;Poland;Poland;Part-Time;Polish;English, Polish;Poland;Male;Yes
60f6a6db2f40c8d5e9f86492;60d7918fbbedf133d30701bb;APPROVED;2021-07-20 10:35:09.330000;2021-07-20 11:05:07.175000;1.797.845;24;25;0;100;2021-07-20 15:46:48.012000;51867BAD;Spain;Spain;Unemployed (and job seeking);Spanish;English, French, Galician, Spanish;Spain;Female;Yes
60f69cf5790c145bed59d22f;60db8242567a7a822fb58296;APPROVED;2021-07-20 09:52:56.664000;2021-07-20 10:23:25.688000;1.829.024;24;26;0;100;2021-07-20 15:47:41.332000;51867BAD;Germany;Portugal;Other;Portuguese;Portuguese, English;Portugal;Female;Yes
60f69cb349a6aec069ddf7ce;60ddae117b720ce001616388;APPROVED;2021-07-20 09:51:47.323000;2021-07-20 10:20:40.781000;1.733.458;21;20;0;100;2021-07-20 15:49:24.667000;51867BAD;Portugal;Portugal;Not in paid work (e.g. homemaker', 'retired or disabled);Portuguese;English, French, Portuguese;Portugal;Male;Yes
60f69c6dc88110370eb9c097;60de11d08bb67fc2a1e19c6a;APPROVED;2021-07-20 09:50:40.976000;2021-07-20 10:22:41.663000;1.920.687;26;17;0;100;2021-07-20 15:50:13.883000;51867BAD;Jordan;United Kingdom;Other;Arabic;Arabic, English;Jordan;Female;Yes
60f6f53255ed43df844f0544;60e052e35d0658f5716b1d19;APPROVED;2021-07-20 16:09:35.312000;2021-07-20 16:38:55.782000;1760.47;22;24;0;100;2021-07-20 17:33:37.112000;51867BAD;Greece;Greece;Unemployed (and job seeking);Greek;Greek, English;Greece;Male;Yes
60f698936847d4d17bb3524a;60e46d34a32bd04bbd7e5e6f;APPROVED;2021-07-20 09:34:48.795000;2021-07-20 10:09:07.023000;2.058.228;31;20;0;100;2021-07-20 15:50:53.179000;51867BAD;Chile;Netherlands;Other;Spanish;Spanish, English;Chile;Male;Yes
60f6a96f1d13b2f46509b2b3;60e58528fd3b4ab228e956cd;APPROVED;2021-07-20 10:47:03.690000;2021-07-20 11:28:14.944000;2.471.254;25;28;0;100;2021-07-20 15:51:33.576000;51867BAD;Poland;Poland;Other;Polish;English, Polish, Russian;Poland;Female;Yes
60f69b77848e9323d267628e;60e5b1fda589e76c496c28f3;APPROVED;2021-07-20 09:46:37.195000;2021-07-20 10:17:31.757000;1.854.562;22;16;0;100;2021-07-20 15:52:11.658000;51867BAD;Italy;Italy;Due to start a new job within the next month;Italian;Italian, English;Italy;Male;No
60f69c3633a91d84f367cf75;60e6c19d94c3bb7eba3762c5;APPROVED;2021-07-20 09:50:38.790000;2021-07-20 10:22:05.355000;1.886.565;18;19;0;100;2021-07-20 15:54:13.529000;51867BAD;Estonia;Estonia;Unemployed (and job seeking);Estonian;English, Estonian;Estonia;Female;Yes
60f69d64140003c50dac8e2a;60e6c87f20319159b08321ab;APPROVED;2021-07-20 09:54:50.339000;2021-07-20 10:59:21.914000;3.871.575;25;21;0;100;2021-07-20 15:54:55.157000;51867BAD;Russian Federation;Greece;Unemployed (and job seeking);Greek;English, Greek;Greece;Male;Yes
60f6a6edbbc2e8594a0012b8;60e701d531509cad09477bb8;APPROVED;2021-07-20 10:35:25.700000;2021-07-20 11:02:41.860000;1636.16;19;21;1;99;2021-07-20 15:55:28.767000;51867BAD;Italy;Italy;DATA EXPIRED;Italian;Italian, English;Italy;Female;Yes
60f6a7a85ccfe2a0e10154d7;60e8436787de18264e199a69;APPROVED;2021-07-20 10:38:34.876000;2021-07-20 11:11:30.623000;1.975.747;33;21;0;100;2021-07-20 15:56:48.626000;51867BAD;Philippines;Germany;Full-Time;Tagalog-Filipino;English, Tagalog-Filipino;Philippines;Male;No
60f6992f37b08e54e583bde8;60eb6fa595b9d3ac216e91bc;APPROVED;2021-07-20 09:39:23.157000;2021-07-20 10:07:50.105000;1.706.948;23;22;0;100;2021-07-20 15:58:16.047000;51867BAD;Portugal;Portugal;Full-Time;Portuguese;Portuguese, English;Portugal;Male;No
60f6a72541ffac61f5356c1f;60ec578450774bee53ad08de;APPROVED;2021-07-20 10:39:40.831000;2021-07-20 11:16:44.494000;2.223.663;42;12;0;100;2021-07-20 15:58:50.336000;51867BAD;Greece;Greece;Unemployed (and job seeking);Greek;English, German, Greek;Greece;Female;No
60f6a6d7f7c55d8e4897857a;60ed917a71051ceb8ec151c9;APPROVED;2021-07-20 10:35:07.444000;2021-07-20 11:04:04.720000;1.737.276;19;15;0;100;2021-07-20 15:59:27.164000;51867BAD;Hungary;Hungary;Part-Time;Hungarian;English, Hungarian, Serbian, Italian, Croatian;Hungary;Prefer not to say;Yes
60f69dea40135beb09518926;60edaf7c3ad8a0b1f150cd30;APPROVED;2021-07-20 09:57:00.668000;2021-07-20 10:25:51.901000;1.731.233;20;11;0;100;2021-07-20 16:00:05.854000;51867BAD;Poland;Poland;Unemployed (and job seeking);Polish;English, Polish;Poland;Female;Yes
60f69d8f5b0429dc763ff1b9;60edca0c34d4d4b234db8164;APPROVED;2021-07-20 09:55:36.359000;2021-07-20 10:30:00.533000;2.064.174;22;24;0;100;2021-07-20 16:00:40.912000;51867BAD;Ireland;Ireland;Part-Time;English;English, Gaelic;Ireland;Female;No
60f6a9eddf713c5cba157256;60eebba89f75b48fc7c819a8;APPROVED;2021-07-20 10:48:16.956000;2021-07-20 11:24:08.078000;2.151.122;37;18;0;100;2021-07-20 16:01:23.355000;51867BAD;Spain;France;Full-Time;Spanish;Catalan, English, French, Spanish;Spain;Male;No
60f69a5e39c7508c11f2ab06;60eee976c85c395201e05d6c;APPROVED;2021-07-20 09:42:25.434000;2021-07-20 10:15:15.903000;1.970.469;23;16;0;100;2021-07-20 16:02:03.128000;51867BAD;Portugal;Portugal;Unemployed (and job seeking);Portuguese;Portuguese, English;Portugal;Female;Yes
60f697af66150006cfd95089;60ef42443bf50c7838c8bd73;APPROVED;2021-07-20 09:30:23.853000;2021-07-20 10:26:17.114000;3.353.261;23;17;0;100;2021-07-20 16:02:44.707000;51867BAD;Latvia;Latvia;Full-Time;Latvian;English, Latvian, Russian;Latvia;Female;No
60f69aaa407ee78c14b36c38;60ef4432df04da6821fec20a;APPROVED;2021-07-20 09:43:06.053000;2021-07-20 10:13:39.364000;1.833.311;23;13;0;100;2021-07-20 16:03:24.837000;51867BAD;Poland;Poland;Unemployed (and job seeking);Polish;Polish, English;Poland;Male;Yes
60f6a70b97e67c882496e002;60f030dca19a06db1b50d16a;APPROVED;2021-07-20 10:36:01.064000;2021-07-20 11:32:59.892000;3.418.828;19;28;0;100;2021-07-20 16:04:07.155000;51867BAD;United States;Italy;Unemployed (and job seeking);Italian;English, Italian;United States;Male;Yes
60f69a05fb73db3da03bbe5b;60f14f266cba78a393c2ae36;APPROVED;2021-07-20 09:40:23.750000;2021-07-20 10:05:59.171000;1.535.421;25;14;0;100;2021-07-20 16:05:53.669000;51867BAD;Poland;Poland;Full-Time;Polish;Polish, English;Poland;Male;No
