session_id;PROLIFIC_PID;status;started_datetime;completed_date_time;time_taken;age;num_approvals;num_rejections;prolific_score;reviewed_at_datetime;entered_code;Country of Birth;Current Country of Residence;Employment Status;First Language;Fluent languages;Nationality;Sex;Student Status
60ace0ae25b8e54fded29686;5e83425144753905a3a17ad8;APPROVED;2021-05-25 11:34:10.390000;2021-05-25 11:54:24.762000;1.214.372;45;370;5;98;2021-05-28 10:48:33.127000;51867BAD;United Kingdom;United Kingdom;Full-Time;English;English;United Kingdom;Male;No
60acadb67c5fb98541b02c7a;5e8783c0890e930b54f7d348;APPROVED;2021-05-25 07:56:56.095000;2021-05-25 08:26:06.586000;1.750.491;20;260;2;100;2021-05-28 10:48:38.179000;51867BAD;Italy;Italy;Other;Italian;English, French, German, Italian, Spanish;Italy;Female;Yes
60acc8968517e6db33108f5f;5e9453153c58a12b7456d560;APPROVED;2021-05-25 09:51:18.669000;2021-05-25 10:17:06.910000;1.548.241;36;151;0;100;2021-05-28 10:48:42.059000;51867BAD;Italy;Italy;Part-Time;Italian;Italian, English;Italy;Male;No
60abbb5a80bd3b666de7d720;5e99d542c8363b0331995d57;APPROVED;2021-05-24 14:43:11.990000;2021-05-24 15:04:16.484000;1.264.494;18;103;0;100;2021-05-24 17:23:20.688000;51867BAD;Poland;Poland;Unemployed (and job seeking);Polish;English, Polish;Poland;Male;Yes
60acd619ecf5c3d82608e07c;5ea0e078e106cc0e69e55f18;APPROVED;2021-05-25 10:56:04.104000;2021-05-25 11:19:13.213000;1.389.109;51;101;0;100;2021-05-28 10:48:49.256000;51867BAD;United Kingdom;United Kingdom;Full-Time;English;English;United Kingdom;Male;No
60acc7c4db58050ecf9b678e;5ea4514c9b066627e297f7bd;APPROVED;2021-05-25 09:48:21.170000;2021-05-25 10:13:34.050000;1512.88;31;256;0;100;2021-05-28 10:49:18.294000;51867BAD;United Kingdom;United Kingdom;Full-Time;English;English;United Kingdom;Female;No
60acc860e2d50684edf922eb;5ea6f14cf0ff0709b0331957;APPROVED;2021-05-25 09:50:24.214000;2021-05-25 10:07:33.228000;1.029.014;24;388;1;100;2021-05-28 10:49:24.160000;51867BAD;United Kingdom;United Kingdom;Part-Time;English;English;United Kingdom;Female;No
60ace8a72c7a871a5fb7cd27;5ea925adf0ff0739ccf94b45;APPROVED;25/05/2021 12:08;2021-05-25 12:32:25.300000;1450.3;62;460;3;100;2021-05-28 10:49:29.232000;51867BAD;United Kingdom;United Kingdom;Other;English;English;United Kingdom;Female;No
60acd62d322f49a951db09ae;5ea95301f1853405e031a30d;APPROVED;2021-05-25 10:49:17.012000;2021-05-25 11:05:42.836000;985.824;30;407;1;100;2021-05-28 10:49:33.861000;51867BAD;United Kingdom;United Kingdom;Full-Time;English;English;United Kingdom;Female;No
60accb4e26eab7a8655f3314;5ea9c475ec2b531108f86a3f;APPROVED;2021-05-25 10:02:54.065000;2021-05-25 10:23:09.904000;1.215.839;31;295;0;100;2021-05-28 10:49:38.423000;51867BAD;United Kingdom;United Kingdom;Full-Time;English;English;United Kingdom;Male;Yes
60abb7c118415b180fb3d3d7;5eabd1acdd8b5e1b78ce375c;APPROVED;2021-05-24 14:27:13.441000;2021-05-24 14:44:57.532000;1.064.091;26;30;0;100;2021-05-24 17:21:06.185000;51867BAD;Italy;Italy;Full-Time;Italian;Italian, English;Italy;Female;Yes
60acbc911caecf57e303632c;5eaeb504b21d400009b756b9;APPROVED;2021-05-25 09:00:23.237000;2021-05-25 09:17:18.353000;1.015.116;18;250;1;100;2021-05-28 10:49:47.857000;51867BAD;United Kingdom;United Kingdom;Unemployed (and job seeking);English;English, French;United Kingdom;Female;Yes
60ace0f4019f6eb0fb328ba3;5eb16a0602af57258fd3f8e1;APPROVED;2021-05-25 11:35:44.466000;2021-05-25 12:00:10.465000;1.465.999;37;343;6;98;2021-05-28 10:49:52.848000;51867BAD;Nigeria;United Kingdom;Full-Time;English;English;United Kingdom;Female;No
60ace0c58db92946fef1528d;5eb2ec84e8373809d7043600;APPROVED;2021-05-25 11:36:43.229000;2021-05-25 11:55:58.832000;1.155.603;40;348;0;100;2021-05-28 10:49:57.499000;51867BAD;United Kingdom;United Kingdom;Part-Time;English;English;United Kingdom;Female;Yes
60ace8ac171deb24bccaa464;5eb7094fbb8ed70b61398cff;APPROVED;2021-05-25 12:08:16.551000;2021-05-25 12:52:00.455000;2.623.904;42;371;1;100;2021-05-28 10:50:05.761000;51867BAD;United Kingdom;United Kingdom;Full-Time;English;English, Polish;United Kingdom;Female;No
60acd61516e45a659271cf0c;5eba5cf82cbf431a3276c90b;APPROVED;2021-05-25 10:48:53.066000;2021-05-25 11:09:58.798000;1.265.732;30;271;1;100;2021-05-28 10:50:11.194000;51867BAD;Bulgaria;United Kingdom;Part-Time;Bulgarian;Bulgarian, English;Bulgaria;Female;No
60ace10638cc20011a0aadf6;5ecd39498bbc5606a3f5ff77;APPROVED;2021-05-25 11:35:36.893000;2021-05-25 11:54:58.019000;1.161.126;22;37;0;100;2021-05-28 10:50:21.180000;51867BAD;Poland;United Kingdom;Unemployed (and job seeking);Polish;English, Polish;Poland;Male;Yes
60acc895e119ffa015792646;5ed2717aec79fd1d3ca47d65;APPROVED;2021-05-25 09:51:19.708000;2021-05-25 10:18:07.673000;1.607.965;56;316;3;100;2021-05-28 11:09:48.005000;51867BAD;United Kingdom;United Kingdom;Part-Time;English;English;United Kingdom;Female;No
60acd5f6d3345f42f01e3885;5edcf3276763349d23ae0c5a;APPROVED;2021-05-25 10:48:22.308000;2021-05-25 11:36:56.936000;2.914.628;34;294;5;98;2021-05-28 11:10:09.826000;51867BAD;United Kingdom;United Kingdom;Full-Time;English;English;United Kingdom;Female;No
60acc89ace590e7ed4fc3092;5ee87d19cccbc7000b143a81;APPROVED;2021-05-25 09:51:22.053000;2021-05-25 10:10:04.717000;1.122.664;50;356;0;100;2021-05-28 11:09:50.446000;51867BAD;United Kingdom;United Kingdom;Not in paid work (e.g. homemaker', 'retired or disabled);English;English;United Kingdom;Male;No
60acc91d92da1ca6dc4703a2;5ef09c84a33a985f3ea9a561;APPROVED;2021-05-25 09:56:08.507000;2021-05-25 10:21:24.456000;1.515.949;25;325;0;100;2021-05-28 11:10:00.311000;51867BAD;United Kingdom;United Kingdom;Unemployed (and job seeking);English;Italian, English;United Kingdom;Male;No
60acd6975d029282998cf7ee;5ef24f45ba594791fb6cb88d;APPROVED;2021-05-25 10:51:03.134000;2021-05-25 11:14:27.203000;1.404.069;35;368;3;100;2021-05-28 11:10:25.929000;51867BAD;Zimbabwe;United Kingdom;Part-Time;English;English;United Kingdom;Female;Yes
60ace0ff11497cc1aa86f7bc;5ef40a3ceb5b661c164551c4;APPROVED;2021-05-25 11:35:27.090000;2021-05-25 11:57:22.981000;1.315.891;21;236;1;100;2021-05-28 11:10:36.342000;51867BAD;Netherlands;United Kingdom;Part-Time;English;English;United Kingdom;Male;No
60acd6372584d10210938ef9;5efdf9e305e06928e1996ad9;APPROVED;2021-05-25 10:49:27.607000;2021-05-25 11:14:41.068000;1.513.461;27;286;1;100;2021-05-28 11:10:19.374000;51867BAD;United Kingdom;United Kingdom;Full-Time;English;English, French, German;United Kingdom;Female;No
60abbd58fe0f7e6f5d3d5b3f;5f031ede4fe9091d04e26389;APPROVED;2021-05-24 14:51:06.460000;2021-05-24 15:13:14.005000;1.327.545;24;49;1;99;2021-05-24 17:29:11.155000;51867BAD;Italy;Italy;Unemployed (and job seeking);Italian;Italian, English;Italy;Female;Yes
60acc8e463b2df56719ba868;5f04d99fac08ac7b22af01be;APPROVED;2021-05-25 09:53:01.188000;2021-05-25 10:15:35.446000;1.354.258;55;309;0;100;2021-05-28 11:09:57.464000;51867BAD;United Kingdom;United Kingdom;Not in paid work (e.g. homemaker', 'retired or disabled);English;English;United Kingdom;Male;No
60acae2dd192321ab6a2106a;5f04e04c6fc1777ca7b04349;APPROVED;2021-05-25 07:58:41.723000;2021-05-25 08:17:39.311000;1.137.588;53;343;0;100;2021-05-28 11:09:24.345000;51867BAD;United Kingdom;United Kingdom;Full-Time;English;English;United Kingdom;Female;No
60ace3869e2cb0d209bf8fef;5f11ac129e9bae048584e875;APPROVED;2021-05-25 11:46:50.664000;2021-05-25 12:05:25.421000;1.114.757;22;151;1;100;2021-05-28 11:10:37.114000;51867BAD;Czech Republic;United Kingdom;Part-Time;Czech;English, Czech;Czech Republic;Female;Yes
60abb858c709be3766c4ca5a;5f1592e40e065a0563e69b6c;APPROVED;2021-05-24 14:29:46.463000;2021-05-24 14:55:18.830000;1.532.367;27;54;0;100;2021-05-24 17:22:38.456000;51867BAD;Latvia;Latvia;Unemployed (and job seeking);Latvian;Latvian, English;Latvia;Female;Yes
60acc7c4adb46c7cd034265b;5f19a19756b453000a79f83b;APPROVED;2021-05-25 09:47:48.645000;2021-05-25 10:19:11.664000;1.883.019;48;194;1;100;2021-05-28 11:09:38.789000;51867BAD;Malawi;United Kingdom;Unemployed (and job seeking);English;English;Malawi;Male;No
60acd6768ae2b8763fee9998;5f19a31716df47000afd57ce;APPROVED;2021-05-25 10:54:22.641000;2021-05-25 11:15:32.156000;1.269.515;54;203;2;99;2021-05-28 11:10:25.322000;51867BAD;United Kingdom;United Kingdom;Full-Time;English;English;United Kingdom;Female;No
60acaec9ede36c4f76f46450;5f19fa0f3e85b20d0336258c;APPROVED;2021-05-25 08:02:29.581000;2021-05-25 08:22:09.977000;1.180.396;19;113;1;100;2021-05-28 11:09:26.136000;51867BAD;Italy;Italy;DATA EXPIRED;Italian;English, French, Italian, Spanish;Italy;Female;Yes
60ace888fdbb1d23c9ef9159;5f29b5074201cc12165ceb76;APPROVED;2021-05-25 12:07:36.444000;2021-05-25 12:25:27.733000;1.071.289;23;64;0;100;2021-05-28 11:10:38.712000;51867BAD;Greece;Greece;Other;Greek;English, French, German, Greek;Greece;Female;Yes
60acd65e7e5da2432ebf6eef;5f3e6a07e06e71069f919082;APPROVED;2021-05-25 10:50:06.026000;2021-05-25 11:09:22.493000;1.156.467;30;356;1;100;2021-05-28 11:10:24.236000;51867BAD;United Kingdom;United Kingdom;Full-Time;DATA EXPIRED;English;United Kingdom;Male;No
60acd64361f5cea41920a014;5f465afff2f28602c7ea8c10;APPROVED;2021-05-25 10:49:41.475000;2021-05-25 11:06:14.559000;993.084;23;239;2;100;2021-05-28 11:10:20.739000;51867BAD;United Kingdom;United Kingdom;Full-Time;DATA EXPIRED;English;United Kingdom;Female;No
60acc87766d6a5db4133e3ec;5f63584d619a4d00080c3237;APPROVED;2021-05-25 09:50:47.397000;2021-05-25 10:08:56.978000;1.089.581;21;118;2;100;2021-05-28 11:09:43.242000;51867BAD;Portugal;Portugal;Due to start a new job within the next month;DATA EXPIRED;English, Portuguese, Italian, German, French, Spanish;Portugal;Male;Yes
60acd6e7b30f1dce4114ce10;5f69981f8715e1181e4ea5d5;APPROVED;2021-05-25 10:53:56.703000;2021-05-25 11:13:09.232000;1.152.529;31;51;0;100;2021-05-28 11:10:27.607000;51867BAD;Italy;Italy;Full-Time;DATA EXPIRED;English, Italian;Italy;Female;Yes
60acc88b00554a2c299b84be;5f69c3f4ab3d0d026b25ae23;APPROVED;2021-05-25 09:51:10.917000;2021-05-25 10:23:54.715000;1.963.798;48;181;1;100;2021-05-28 11:09:45.581000;51867BAD;Ireland;United Kingdom;Full-Time;DATA EXPIRED;English;Ireland;Female;No
60acbcbf101407aa356b9f3d;5f76e2c2c75fa118deba7f46;APPROVED;2021-05-25 09:00:53.312000;2021-05-25 09:22:56.745000;1.323.433;40;61;0;100;2021-05-28 11:09:34.303000;51867BAD;Peru;United Kingdom;Full-Time;DATA EXPIRED;Spanish, English, French;Peru;Male;No
60acac6f8c4452fc0b25259b;5f7760d025023628ce3f4d05;APPROVED;2021-05-25 07:51:11.040000;2021-05-25 08:08:33.294000;1.042.254;48;244;2;99;2021-05-28 11:09:17.592000;51867BAD;United Kingdom;United Kingdom;Other;DATA EXPIRED;English;United Kingdom;Female;No
60acd5f16be6d9abf6ca6e85;5f7afb469e43b9015ef53b9f;APPROVED;2021-05-25 10:48:17.647000;2021-05-25 11:14:22.897000;1565.25;54;190;0;100;2021-05-28 11:10:07.413000;51867BAD;United Kingdom;United Kingdom;Other;DATA EXPIRED;English;United Kingdom;Female;Yes
60acbcf84ed55d52ae426574;5f7dacf490ed75077772ac5b;APPROVED;2021-05-25 09:01:44.684000;2021-05-25 09:46:35.920000;2.691.236;25;214;2;99;2021-05-28 11:09:36.342000;51867BAD;Macao;United Kingdom;Full-Time;DATA EXPIRED;Chinese, English;United Kingdom;Male;No
60acd77d5e234575aa11be20;5f8b3e21f8638825023495db;APPROVED;2021-05-25 10:55:14.825000;2021-05-25 11:21:34.820000;1.579.995;37;46;1;100;2021-05-28 11:10:28.854000;51867BAD;United Kingdom;United Kingdom;Unemployed (and job seeking);;English;United Kingdom;Female;No
60acd7cd5bc2e65e082cf784;5f91b067130f8504520cdd6f;APPROVED;2021-05-25 10:56:16.152000;2021-05-25 11:16:39.850000;1.223.698;26;135;3;98;2021-05-28 11:10:29.591000;51867BAD;Italy;United Kingdom;Full-Time;DATA EXPIRED;Italian, French, English;Italy;Male;Yes
60acd5fa5891b1a2ad28a1e1;5f92f97ed0f407056dfd3268;APPROVED;2021-05-25 10:48:26.433000;2021-05-25 11:11:20.573000;1374.14;27;154;1;100;2021-05-28 11:10:11.333000;51867BAD;France;France;Part-Time;DATA EXPIRED;English, French;France;Male;No
60acd61bea842c2f390f4c9b;5f978a073b6544160389303e;APPROVED;2021-05-25 10:48:59.104000;2021-05-25 11:19:55.034000;1855.93;24;186;0;100;2021-05-28 11:10:17.110000;51867BAD;United Kingdom;United Kingdom;Unemployed (and job seeking);DATA EXPIRED;English;United Kingdom;Male;No
60abcd86c7bc36af5b6580bd;5f983c66dabf130bee4502f7;APPROVED;2021-05-24 16:00:06.625000;2021-05-24 16:27:26.504000;1.639.879;20;90;1;100;2021-05-24 17:30:39.995000;51867BAD;Portugal;Portugal;Other;DATA EXPIRED;Portuguese, English;Portugal;Male;Yes
60acc8b3565bd0162fe30321;5f9beda6ca2b0a000aa360e8;APPROVED;2021-05-25 09:51:47.689000;2021-05-25 10:12:24.403000;1.236.714;29;107;0;100;2021-05-28 11:09:52.934000;51867BAD;Turkey;United Kingdom;Full-Time;DATA EXPIRED;English, Turkish;Turkey;Female;Yes
60abb8479192b2b80e5f3e7c;5fa02b13d2663d0566108977;APPROVED;2021-05-24 14:29:31.311000;2021-05-24 14:49:40.183000;1.208.872;26;14;0;100;2021-05-24 17:21:53.904000;51867BAD;Hungary;Hungary;Part-Time;DATA EXPIRED;English, Hungarian;Hungary;Male;No
60acad96c9dcb33740a7ae11;5fa2b0b5a0ba5e4c859ec520;APPROVED;2021-05-25 08:03:32.720000;2021-05-25 08:26:13.134000;1.360.414;28;162;0;100;2021-05-28 11:09:21.252000;51867BAD;Turkey;United Kingdom;Full-Time;DATA EXPIRED;Turkish, English;Turkey;Female;Yes
60acd6107633131d059190de;5faf92156055b1232afd56b9;APPROVED;2021-05-25 10:48:48.177000;2021-05-25 11:07:03.461000;1.095.284;21;101;0;100;2021-05-28 11:10:14.774000;51867BAD;Poland;Poland;Unemployed (and job seeking);DATA EXPIRED;Polish, English;Poland;Male;Yes
60acc8b48fe59ac1c6b2c9f8;5fb4f8799f1ebc2ead2ea064;APPROVED;2021-05-25 10:01:06.816000;2021-05-25 10:23:04.861000;1.318.045;38;178;1;100;2021-05-28 11:09:54.199000;51867BAD;United Kingdom;United Kingdom;Full-Time;DATA EXPIRED;German, Spanish, English;United Kingdom;Female;No
60ace0ddf980fc3c1761dc4e;5fc0add1954a2256e62c13da;APPROVED;2021-05-25 11:34:53.822000;2021-05-25 12:04:07.992000;1754.17;54;183;1;100;2021-05-28 11:10:33.873000;51867BAD;United Kingdom;United Kingdom;Full-Time;DATA EXPIRED;English;United Kingdom;Male;No
60acb02149421f8d227acef5;5fc504d14fbb6509b40e58f7;APPROVED;2021-05-25 08:07:27.683000;2021-05-25 08:30:41.376000;1.393.693;20;35;0;100;2021-05-28 11:09:27.166000;51867BAD;Poland;Poland;Other;DATA EXPIRED;English, Polish;Poland;Female;Yes
60acd6a3558686b8e6e07657;5fcfb1fe79b8060e0662270a;APPROVED;2021-05-25 10:51:15.806000;2021-05-25 11:18:26.485000;1.630.679;53;147;1;100;2021-05-28 11:10:27.527000;51867BAD;United Kingdom;United Kingdom;Part-Time;DATA EXPIRED;English;United Kingdom;Female;No
60ace0e0d9b0c936a62e582d;5fd8c3991b98c327373b05dc;APPROVED;2021-05-25 11:37:20.249000;2021-05-25 11:55:45.137000;1.104.888;41;96;0;100;2021-05-28 11:10:33.904000;51867BAD;United Kingdom;United Kingdom;Full-Time;;English;United Kingdom;Female;No
60ace0d1bd5a8ae40e262ed6;5fdc7731e766bb1c9b31dc43;APPROVED;2021-05-25 11:35:16.235000;2021-05-25 11:54:46.028000;1.169.793;22;56;0;100;2021-05-28 11:10:32.961000;51867BAD;Poland;Poland;Part-Time;DATA EXPIRED;English, Polish;Poland;Male;Yes
60abbc09a5c42202f6a3d69c;5fddc7e36395d94a8232851a;APPROVED;2021-05-24 14:45:30.795000;2021-05-24 15:03:50.093000;1.099.298;22;32;0;100;2021-05-24 17:24:40.158000;51867BAD;Spain;Spain;Other;;Basque, English, Spanish;Spain;Female;Yes
60ace0eabd5a8ae40e262ed9;5fecf25f2c2ee6a373d61c65;APPROVED;2021-05-25 11:36:25.766000;2021-05-25 11:53:09.777000;1.004.011;20;163;1;100;2021-05-28 11:10:34.901000;51867BAD;United Kingdom;United Kingdom;Part-Time;DATA EXPIRED;English;United Kingdom;Female;Yes
60acc91798d0140ea0ac7489;5ff42a4b5474cda948f1bd95;APPROVED;2021-05-25 09:53:28.923000;2021-05-25 10:14:49.866000;1.280.943;32;145;1;100;2021-05-28 11:09:59.067000;51867BAD;United Kingdom;United Kingdom;Full-Time;DATA EXPIRED;English;United Kingdom;Female;No
60abbbe9a4e86264f7f869c5;5fff63d013799d0920c8192c;APPROVED;2021-05-24 14:44:57.151000;2021-05-24 15:09:32.445000;1.475.294;21;46;0;100;2021-05-24 17:24:01.728000;51867BAD;Poland;Poland;Unemployed (and job seeking);DATA EXPIRED;Polish, English;Poland;Female;Yes
60acc958040031da4e3d77d4;60006e47685b230e101b808f;APPROVED;2021-05-25 09:54:32.743000;2021-05-25 10:18:08.371000;1.415.628;27;76;0;100;2021-05-28 11:10:05.177000;51867BAD;Italy;United Kingdom;Full-Time;DATA EXPIRED;English, French, Italian, Spanish;Italy;Female;Yes
60ace0f664548038e07aa5d2;60042af01e4c4b52c5ee0c01;APPROVED;2021-05-25 11:35:21.404000;2021-05-25 11:55:40.029000;1.218.625;19;65;1;99;2021-05-28 11:10:36.192000;51867BAD;Italy;Italy;Other;;English, Italian, Spanish, French;Italy;Female;Yes
60acdb9e2e7def4bf10a6275;600ad902f5699b01dd02bd1b;APPROVED;2021-05-25 11:12:33.785000;2021-05-25 11:37:24.017000;1.490.232;22;92;2;99;2021-05-28 11:10:30.853000;51867BAD;United Kingdom;United Kingdom;Other;DATA EXPIRED;English;United Kingdom;Female;Yes
60acd64fce03531ad411404c;600dabef200c794ccf854b33;APPROVED;2021-05-25 10:52:28.841000;2021-05-25 11:28:59.737000;2.190.896;24;106;0;100;2021-05-28 11:10:22.876000;51867BAD;United Kingdom;United Kingdom;Part-Time;DATA EXPIRED;English;United Kingdom;Female;Yes
60acbc9d918755d99f8f24a5;600fbd5faa45791bc99e1597;APPROVED;2021-05-25 09:00:13.452000;2021-05-25 09:22:20.017000;1.326.565;32;127;2;100;2021-05-28 11:09:32.193000;51867BAD;United Kingdom;United Kingdom;Full-Time;DATA EXPIRED;English;United Kingdom;Female;No
60acbcdca35bfb3e3c428640;601198eabc31f00e1a48d55a;APPROVED;2021-05-25 09:01:16.739000;2021-05-25 09:19:56.985000;1.120.246;19;44;0;100;2021-05-28 11:09:35.431000;51867BAD;Poland;Poland;Unemployed (and job seeking);DATA EXPIRED;English, Polish;Poland;Male;Yes
60acd6fa060a49b379dfbc2a;6016e00089b4b28acc6bdfd9;APPROVED;2021-05-25 10:52:42.633000;2021-05-25 11:16:44.190000;1.441.557;20;38;1;100;2021-05-28 11:10:28.524000;51867BAD;Poland;Poland;Unemployed (and job seeking);;Polish, English;Poland;Male;Yes
60acd611010d04a8d238a548;60188f5f74e975153e518af0;APPROVED;2021-05-25 10:49:11.487000;2021-05-25 11:19:27.124000;1.815.637;30;126;0;100;2021-05-28 11:10:15.781000;51867BAD;United Kingdom;United Kingdom;Part-Time;DATA EXPIRED;English, Welsh;United Kingdom;Female;No
60acd66a6d425522204fbf82;601a7c931d236c2b6b9c4eb9;APPROVED;2021-05-25 10:50:23.570000;2021-05-25 11:09:22.595000;1.139.025;48;129;2;99;2021-05-28 11:10:24.299000;51867BAD;United Kingdom;United Kingdom;Other;DATA EXPIRED;English;United Kingdom;Female;No
60acc945501ef423b883dba7;601ef22cb13fd83f1f43393e;APPROVED;2021-05-25 09:54:13.562000;2021-05-25 10:25:20.594000;1.867.032;40;112;0;100;2021-05-28 11:10:03.909000;51867BAD;United Kingdom;United Kingdom;Other;DATA EXPIRED;English;United Kingdom;Male;No
60acc894da07dbe0ae5b0d03;6021af0b9acb1820663c562a;APPROVED;2021-05-25 09:51:23.391000;2021-05-25 10:11:10.147000;1.186.756;33;117;0;100;2021-05-28 11:09:46.958000;51867BAD;United Kingdom;United Kingdom;Full-Time;DATA EXPIRED;English;United Kingdom;Female;No
60ace8b702145d83e1485d1e;60241f9a1c396e07884618dc;APPROVED;2021-05-25 12:08:23.313000;2021-05-25 12:28:02.085000;1.178.772;19;43;0;100;2021-05-28 11:10:41.230000;51867BAD;Poland;Poland;Other;;Polish, English;Poland;Male;Yes
60aca9561c6c16dd7f5f217e;602ac390ba730d1481320bc1;APPROVED;2021-05-25 07:38:42.207000;2021-05-25 08:02:06.026000;1.403.819;26;42;0;100;2021-05-28 11:09:15.470000;51867BAD;Germany;Germany;Part-Time;;English, German, Polish;Germany;Female;Yes
60acbc86a7f8710ca1071314;602ac7aecfb3131722d22616;APPROVED;2021-05-25 08:59:50.488000;2021-05-25 09:17:33.091000;1.062.603;24;56;2;99;2021-05-28 11:09:30.216000;51867BAD;Korea;United Kingdom;Full-Time;;English, Korean;Korea;Female;No
60acc93954ff076a9eaeb597;602ac80c6cf22516282a7fd3;APPROVED;2021-05-25 09:54:03.600000;2021-05-25 10:09:14.822000;911.222;31;123;0;100;2021-05-28 11:10:02.854000;51867BAD;United Kingdom;United Kingdom;Full-Time;DATA EXPIRED;English;United Kingdom;Male;No
60acd9becc489f371213a383;6035032b2b7720f4818f8042;APPROVED;2021-05-25 11:04:39.737000;2021-05-25 11:34:09.593000;1.769.856;29;37;0;100;2021-05-28 11:10:30.702000;51867BAD;United Kingdom;United Kingdom;Full-Time;;English;United Kingdom;Female;No
60acc8c604d61a48f7019d8b;603836f34e3f321dbba51e02;APPROVED;2021-05-25 09:52:25.036000;2021-05-25 10:30:04.782000;2.259.746;52;69;0;100;2021-05-28 11:09:55.358000;51867BAD;Pakistan;United Kingdom;Part-Time;;Punjabi, Urdu, English, Rather not say;Pakistan;Female;No
60aca8e89ab2a4d2f4688a7a;603cdf39317ad4a67ea5f6c3;APPROVED;2021-05-25 07:38:49.954000;2021-05-25 08:03:45.001000;1.495.047;22;26;0;100;2021-05-28 11:09:14.587000;51867BAD;Poland;Poland;Due to start a new job within the next month;;English, Polish;Poland;Male;Yes
60acd60fcc4086bfd6048110;603e02ed8d9a2bdb613e9e95;APPROVED;2021-05-25 10:48:47.101000;2021-05-25 11:07:53.468000;1.146.367;22;87;1;99;2021-05-28 11:10:13.622000;51867BAD;United Kingdom;United Kingdom;Part-Time;DATA EXPIRED;English;United Kingdom;Male;Yes
60acc88ae2abff50b5f784e0;603ed5d8d98e95fc0e0a67a9;APPROVED;2021-05-25 09:52:57.761000;2021-05-25 10:14:11.312000;1.273.551;33;78;1;100;2021-05-28 11:09:44.562000;51867BAD;Pakistan;United Kingdom;Part-Time;;English;Pakistan;Female;No
